    1/resolution    CC
    0.246273392     0.815787122
    0.246419962     0.814105315
    0.246545796     0.813886221
    0.246692424     0.813063272
    0.246852890     0.812685987
    0.247005661     0.812704707
    0.247136825     0.811735820
    0.247294393     0.812011435
    0.247442945     0.811618610
    0.247595296     0.811484707
    0.247745657     0.811963910
    0.247895618     0.811477077
    0.248063573     0.811018039
    0.248192502     0.811075158
    0.248314466     0.810059605
    0.248466315     0.809882466
    0.248600701     0.810208447
    0.248722678     0.809750130
    0.248856715     0.809426514
    0.248984774     0.808729655
    0.249148584     0.807564544
    0.249272194     0.807755722
    0.249408614     0.808174713
    0.249558196     0.808360962
    0.249685772     0.808063170
    0.249840679     0.807897596
    0.249974898     0.808485990
    0.250115375     0.808723619
    0.250275751     0.808725194
    0.250401316     0.807671391
    0.250539665     0.807528186
    0.250658611     0.806362787
    0.250754548     0.806430946
    0.250878560     0.805977497
    0.251026517     0.805603590
    0.251145768     0.805688711
    0.251280416     0.804826808
    0.251431399     0.803999633
    0.251584832     0.803895075
    0.251733773     0.803186155
    0.251883361     0.803560134
    0.252034059     0.802331058
    0.252186165     0.802316045
    0.252330656     0.802131447
    0.252463697     0.802669449
    0.252629767     0.801487218
    0.252758506     0.801130820
    0.252885855     0.800541832
    0.253020762     0.801096900
    0.253144805     0.800910932
    0.253299341     0.801724451
    0.253451602     0.801796844
    0.253569242     0.802667538
    0.253734427     0.802708186
    0.253888026     0.802990672
    0.254024899     0.802723295
    0.254165209     0.802280522
    0.254287802     0.800082415
    0.254424653     0.799736103
    0.254549209     0.797944108
    0.254672131     0.797588079
    0.254796563     0.797802582
    0.254891010     0.798033369
    0.255011491     0.797771239
    0.255104980     0.797378817
    0.255244812     0.797826213
    0.255391516     0.797900067
    0.255530782     0.797185695
    0.255677904     0.797482371
    0.255817595     0.797104729
    0.255969905     0.797020145
    0.256102382     0.796180152
    0.256252383     0.794702377
    0.256361863     0.794595628
    0.256466407     0.794933209
    0.256600735     0.793819805
    0.256740562     0.792656633
    0.256892090     0.792632449
    0.257020439     0.792969250
    0.257153725     0.791926032
    0.257276836     0.791157884
    0.257408627     0.790312121
    0.257556127     0.790753553
    0.257691228     0.790200501
    0.257820367     0.789233440
    0.257923636     0.788719647
    0.258070578     0.788587457
    0.258196069     0.789168700
    0.258318917     0.788661862
    0.258439114     0.787964041
    0.258575268     0.787570998
    0.258712863     0.786151336
    0.258843630     0.785633132
    0.258958255     0.784328466
    0.259082425     0.783683706
    0.259191544     0.783017366
    0.259320710     0.781808869
    0.259471785     0.781623045
    0.259610176     0.781954703
    0.259704720     0.780851909
    0.259839298     0.780376012
    0.259942924     0.780149730
    0.260118042     0.780124099
    0.260262711     0.779398175
    0.260369727     0.779061364
    0.260477928     0.778969123
    0.260597896     0.778824421
    0.260751413     0.779731961
    0.260891047     0.779044949
    0.261015167     0.777648538
    0.261130535     0.777428488
    0.261280892     0.776342183
    0.261451508     0.777213229
    0.261550264     0.777307003
    0.261659711     0.776813168
    0.261802662     0.777264028
    0.261967208     0.777574155
    0.262104478     0.776007414
    0.262223269     0.775940186
    0.262353377     0.776270274
    0.262496738     0.776256623
    0.262613668     0.776603449
    0.262721418     0.777250674
    0.262846538     0.776549905
    0.262948622     0.776261602
    0.263083804     0.775712264
    0.263213493     0.775625188
    0.263303037     0.775950781
    0.263435962     0.774755568
    0.263538594     0.775200182
    0.263692750     0.775462572
    0.263817187     0.774391264
    0.263950026     0.774340876
    0.264068299     0.774040811
    0.264216986     0.774462355
    0.264345600     0.773807774
    0.264477437     0.772456275
    0.264612200     0.773023414
    0.264714878     0.774692578
    0.264819445     0.775579522
    0.264929842     0.775063162
    0.265026634     0.774210852
    0.265180151     0.774323331
    0.265322344     0.774543093
    0.265451905     0.775151400
    0.265577924     0.774194006
    0.265706073     0.775675568
    0.265885848     0.775584888
    0.265999914     0.776328136
    0.266123811     0.775983533
    0.266202041     0.776502945
    0.266307332     0.776433116
    0.266426159     0.775806194
    0.266541614     0.775595931
    0.266665044     0.774702817
    0.266790611     0.773731391
    0.266908446     0.774204520
    0.267020299     0.774012112
    0.267140760     0.773989613
    0.267277832     0.773682648
    0.267379539     0.774189430
    0.267473956     0.774520375
    0.267622886     0.774148574
    0.267730595     0.773596836
    0.267847276     0.773684688
    0.267982609     0.773896332
    0.268109903     0.774237847
    0.268248791     0.773452773
    0.268357259     0.773325275
    0.268509970     0.771998554
    0.268615153     0.771930505
    0.268748886     0.771633748
    0.268840628     0.772133821
    0.268941847     0.772224362
    0.269084849     0.771210633
    0.269222231     0.770651296
    0.269314180     0.771272614
    0.269426610     0.771406282
    0.269567730     0.770756619
    0.269688940     0.770743791
    0.269783048     0.771194670
    0.269893130     0.770545736
    0.269991220     0.770275983
    0.270115439     0.769755927
    0.270243648     0.769850700
    0.270388891     0.769439120
    0.270499750     0.767809478
    0.270602011     0.767719116
    0.270736346     0.765982162
    0.270861122     0.765311670
    0.270949534     0.764878235
    0.271075504     0.764237261
    0.271179433     0.763774034
    0.271316151     0.763830895
    0.271440034     0.762946119
    0.271546936     0.762695923
    0.271659423     0.762759453
    0.271783737     0.762524059
    0.271903367     0.761659485
    0.272017602     0.760875151
    0.272138398     0.760947214
    0.272285607     0.760641232
    0.272402793     0.760608858
    0.272510111     0.760808211
    0.272680660     0.759831329
    0.272801276     0.760058738
    0.272928752     0.759116776
    0.273040748     0.759079586
    0.273129854     0.757538583
    0.273247545     0.757929654
    0.273372473     0.757791998
    0.273487370     0.758057262
    0.273634562     0.758317973
    0.273746085     0.757443295
    0.273855121     0.757980277
    0.273991729     0.756860416
    0.274121869     0.755912310
    0.274249630     0.754749286
    0.274373878     0.754792502
    0.274479486     0.754329704
    0.274587748     0.754230161
    0.274700633     0.754473342
    0.274823479     0.753186491
    0.274907852     0.751752826
    0.275020568     0.751393684
    0.275124476     0.750065998
    0.275262267     0.749819922
    0.275373815     0.749216353
    0.275477879     0.748006285
    0.275582482     0.748388849
    0.275691622     0.746713201
    0.275824772     0.746049904
    0.275931438     0.746375696
    0.276031631     0.746161546
    0.276137047     0.745675853
    0.276230066     0.744590829
    0.276329246     0.745163928
    0.276437417     0.745688541
    0.276526839     0.746021332
    0.276648221     0.745136441
    0.276745274     0.743514995
    0.276839724     0.742907133
    0.276944824     0.743177676
    0.277046230     0.744056337
    0.277141367     0.743073249
    0.277279269     0.741812044
    0.277407516     0.742065434
    0.277517738     0.740737612
    0.277644489     0.741038573
    0.277753442     0.740514944
    0.277872583     0.741172124
    0.277965936     0.740539172
    0.278070387     0.740440710
    0.278193156     0.741172160
    0.278340827     0.740003580
    0.278479895     0.739808219
    0.278624835     0.739853772
    0.278756938     0.739091036
    0.278857200     0.738959050
    0.278983608     0.739280200
    0.279102911     0.739533013
    0.279229321     0.738769342
    0.279341112     0.738269301
    0.279417912     0.738972191
    0.279502672     0.738516934
    0.279609777     0.738783701
    0.279708351     0.738362958
    0.279797055     0.737992793
    0.279960377     0.737037265
    0.280087379     0.736027316
    0.280186824     0.735639286
    0.280281499     0.735201762
    0.280389312     0.734926497
    0.280497035     0.736291417
    0.280631664     0.736615614
    0.280740983     0.736722435
    0.280867374     0.736243201
    0.280957128     0.735347598
    0.281055456     0.734994750
    0.281155028     0.733816544
    0.281250941     0.733921124
    0.281342710     0.732515366
    0.281445985     0.732540123
    0.281548832     0.732140718
    0.281686056     0.731452200
    0.281837655     0.729493876
    0.281933594     0.729159053
    0.282051149     0.729469446
    0.282189174     0.728618416
    0.282288989     0.728359242
    0.282381298     0.727561680
    0.282472149     0.727372328
    0.282558564     0.726050093
    0.282671358     0.725201483
    0.282773449     0.724214904
    0.282871987     0.724403061
    0.282984415     0.724136985
    0.283093835     0.723323003
    0.283221061     0.722279848
    0.283333250     0.722117029
    0.283439613     0.720828325
    0.283554601     0.721114755
    0.283667500     0.720209886
    0.283758904     0.718959644
    0.283871615     0.718040113
    0.284003067     0.718545361
    0.284140342     0.717202450
    0.284242069     0.717619806
    0.284316759     0.717185840
    0.284423801     0.717202151
    0.284536098     0.715471439
    0.284660457     0.715138464
    0.284775976     0.714787038
    0.284874408     0.713684634
    0.285005291     0.711621558
    0.285137568     0.710233670
    0.285243785     0.710148753
    0.285341796     0.710056360
    0.285421451     0.708502155
    0.285515455     0.708532178
    0.285607711     0.707422269
    0.285708195     0.706499675
    0.285823797     0.705555839
    0.285963697     0.705665589
    0.286054925     0.705480395
    0.286146674     0.704423749
    0.286264389     0.705678376
    0.286377822     0.704919622
    0.286463986     0.705031768
    0.286565071     0.704976809
    0.286657124     0.704826379
    0.286778589     0.705411430
    0.286890919     0.706402711
    0.287005001     0.705562444
    0.287106923     0.705171237
    0.287206605     0.704301247
    0.287297939     0.704893817
    0.287400360     0.704399404
    0.287489421     0.703630592
    0.287586164     0.703416908
    0.287702326     0.703127140
    0.287794259     0.703657000
    0.287885835     0.703714095
    0.287996471     0.702863752
    0.288095491     0.701144115
    0.288205316     0.701563736
    0.288350141     0.702719647
    0.288474945     0.702678016
    0.288568263     0.703384599
    0.288686166     0.703029313
    0.288801131     0.702062131
    0.288890018     0.700971453
    0.288990691     0.700140968
    0.289073124     0.698874825
    0.289184513     0.697481064
    0.289326163     0.698067720
    0.289437081     0.698120080
    0.289527145     0.697680264
    0.289625829     0.697500519
    0.289705352     0.697281764
    0.289829478     0.695919390
    0.289932447     0.695704624
    0.290063205     0.695531169
    0.290171019     0.694740503
    0.290234848     0.693901239
    0.290324290     0.693358980
    0.290415408     0.691979346
    0.290521214     0.692386487
    0.290615150     0.692374541
    0.290692964     0.692532279
    0.290771045     0.693426700
    0.290868139     0.694749494
    0.290975239     0.694463424
    0.291072172     0.694424853
    0.291205853     0.692138204
    0.291317480     0.692878737
    0.291419997     0.692302034
    0.291530120     0.692022938
    0.291628400     0.691218208
    0.291752842     0.690114351
    0.291835287     0.689986799
    0.291954860     0.689317726
    0.292039690     0.689429319
    0.292150065     0.688203661
    0.292248829     0.686671183
    0.292347570     0.685754939
    0.292441298     0.686693852
    0.292543611     0.685397317
    0.292650155     0.684813056
    0.292746084     0.683845914
    0.292865356     0.683660583
    0.292990147     0.685175503
    0.293115741     0.683133915
    0.293220062     0.682042571
    0.293335619     0.681768985
    0.293459174     0.681353100
    0.293551761     0.680861551
    0.293657756     0.679103729
    0.293747791     0.678338636
    0.293829402     0.678449559
    0.293927178     0.677359269
    0.294061657     0.678106906
    0.294154877     0.677013237
    0.294256690     0.676417439
    0.294330329     0.678535305
    0.294422410     0.676964919
    0.294524524     0.675890894
    0.294614827     0.675374014
    0.294711106     0.674182171
    0.294804812     0.674348343
    0.294930464     0.672521093
    0.295010032     0.671887055
    0.295105561     0.671090027
    0.295180900     0.669726982
    0.295271790     0.668694057
    0.295358397     0.668999704
    0.295479638     0.668363864
    0.295562317     0.667998800
    0.295667305     0.666881578
    0.295804250     0.667504253
    0.295920186     0.664934383
    0.296013678     0.665020475
    0.296111258     0.663844343
    0.296211106     0.663716046
    0.296302971     0.664085413
    0.296399540     0.662984914
    0.296505928     0.663473886
    0.296581808     0.661159524
    0.296663225     0.660417473
    0.296777535     0.660188994
    0.296874663     0.659819140
    0.296962010     0.657670459
    0.297065049     0.656183342
    0.297174124     0.654779081
    0.297258809     0.654713977
    0.297391512     0.653258444
    0.297494320     0.653462840
    0.297597613     0.651639412
    0.297697221     0.650005335
    0.297795068     0.649621804
    0.297908990     0.648193471
    0.298014763     0.647599862
    0.298104924     0.646138742
    0.298215558     0.644649375
    0.298307056     0.643967844
    0.298397262     0.642467806
    0.298491632     0.642718632
    0.298595843     0.641121976
    0.298680008     0.640895833
    0.298769956     0.639526634
    0.298844849     0.639724083
    0.298954298     0.639453825
    0.299054605     0.639127879
    0.299146868     0.638950337
    0.299261270     0.638663002
    0.299347288     0.638629824
    0.299448200     0.636879542
    0.299544455     0.635760003
    0.299647088     0.635344547
    0.299722471     0.634892443
    0.299796753     0.633651594
    0.299899320     0.633343275
    0.299993550     0.632213689
    0.300095054     0.632285867
    0.300178319     0.633109373
    0.300257079     0.632710832
    0.300373956     0.633816378
    0.300472519     0.634513272
    0.300594217     0.633945323
    0.300681520     0.632547650
    0.300780764     0.632118949
    0.300897317     0.630900720
    0.301025612     0.629690791
    0.301114762     0.630652839
    0.301192724     0.631990350
    0.301273079     0.632538976
    0.301373469     0.629813734
    0.301453154     0.629013130
    0.301556990     0.627319110
    0.301659835     0.626849373
    0.301733811     0.626473969
    0.301834026     0.624733407
    0.301920480     0.624643805
    0.302031584     0.623860925
    0.302111326     0.623291612
    0.302192011     0.622000712
    0.302282467     0.621464818
    0.302365526     0.620827751
    0.302444506     0.621249799
    0.302525914     0.621084776
    0.302612760     0.619308454
    0.302724225     0.618509795
    0.302832347     0.617154470
    0.302954707     0.616723163
    0.303039854     0.617034056
    0.303140827     0.617190578
    0.303241041     0.617134323
    0.303335384     0.615746454
    0.303427185     0.615916700
    0.303536367     0.616804696
    0.303620249     0.616869779
